Date,Open,High,Low,Close,Adj Close,Volume
2019-09-03,224.0800018310547,228.9499969482422,223.16000366210938,225.00999450683594,225.00999450683594,5354100
2019-09-04,226.88999938964844,228.4600067138672,219.2100067138672,220.67999267578125,220.67999267578125,5761000
2019-09-05,222.5,229.8000030517578,220.85000610351562,229.5800018310547,229.5800018310547,7395300
2019-09-06,227.1999969482422,229.63999938964844,225.1699981689453,227.4499969482422,227.4499969482422,4182200
2019-09-09,230.0,233.75999450683594,229.22999572753906,231.7899932861328,231.7899932861328,4802700
2019-09-10,230.8000030517578,235.5399932861328,228.94000244140625,235.5399932861328,235.5399932861328,4883700
2019-09-11,237.3800048828125,248.1699981689453,236.0,247.10000610351562,247.10000610351562,10042800
2019-09-12,247.6999969482422,253.5,244.39999389648438,245.8699951171875,245.8699951171875,8581200
2019-09-13,246.9600067138672,248.4499969482422,244.8699951171875,245.1999969482422,245.1999969482422,5313100
2019-09-16,246.0,247.42999267578125,241.1699981689453,242.80999755859375,242.80999755859375,4728100
2019-09-17,242.47000122070312,245.60000610351562,240.3699951171875,244.7899932861328,244.7899932861328,3865400
2019-09-18,245.0,248.1699981689453,242.3699951171875,243.49000549316406,243.49000549316406,4170200
2019-09-19,246.0,247.94000244140625,244.83999633789062,246.60000610351562,246.60000610351562,4795800
2019-09-20,246.49000549316406,246.9499969482422,238.16000366210938,240.6199951171875,240.6199951171875,6353000
2019-09-23,240.0,245.17999267578125,239.22000122070312,241.22999572753906,241.22999572753906,4340200
2019-09-24,241.52000427246094,241.99000549316406,222.61000061035156,223.2100067138672,223.2100067138672,12891500
2019-09-25,224.55999755859375,228.97999572753906,218.36000061035156,228.6999969482422,228.6999969482422,9427100
2019-09-26,230.66000366210938,243.30999755859375,227.39999389648438,242.55999755859375,242.55999755859375,11884500
2019-09-27,242.1999969482422,248.7100067138672,238.72999572753906,242.1300048828125,242.1300048828125,11116400
2019-09-30,243.0,243.97999572753906,236.11000061035156,240.8699951171875,240.8699951171875,5879800
2019-10-01,241.5,245.9499969482422,239.1300048828125,244.69000244140625,244.69000244140625,6162600
2019-10-02,243.2899932861328,244.64999389648438,239.42999267578125,243.1300048828125,243.1300048828125,5631400
2019-10-03,231.86000061035156,234.47999572753906,224.27999877929688,233.02999877929688,233.02999877929688,15084500
2019-10-04,231.61000061035156,234.77999877929688,228.07000732421875,231.42999267578125,231.42999267578125,7995000
2019-10-07,229.8000030517578,238.55999755859375,228.5500030517578,237.72000122070312,237.72000122070312,8064200
2019-10-08,235.8699951171875,243.94000244140625,234.5,240.0500030517578,240.0500030517578,8678200
2019-10-09,241.32000732421875,247.3000030517578,240.64999389648438,244.52999877929688,244.52999877929688,6894400
2019-10-10,245.27999877929688,249.27999877929688,241.5800018310547,244.74000549316406,244.74000549316406,6283300
2019-10-11,247.14999389648438,251.0800018310547,246.80999755859375,247.88999938964844,247.88999938964844,8475400
2019-10-14,247.89999389648438,258.54998779296875,247.1300048828125,256.9599914550781,256.9599914550781,10205000
2019-10-15,257.70001220703125,260.0,254.1199951171875,257.8900146484375,257.8900146484375,6432800
2019-10-16,257.3900146484375,262.1000061035156,256.9200134277344,259.75,259.75,6684100
2019-10-17,262.5,264.7799987792969,260.1700134277344,261.9700012207031,261.9700012207031,4769300
2019-10-18,260.70001220703125,262.79998779296875,255.10000610351562,256.95001220703125,256.95001220703125,5749800
2019-10-21,258.3299865722656,259.5,250.17999267578125,253.5,253.5,5020300
2019-10-22,254.32000732421875,258.3299865722656,250.85000610351562,255.5800018310547,255.5800018310547,4600800
2019-10-23,254.5,256.1400146484375,251.35000610351562,254.67999267578125,254.67999267578125,5261100
2019-10-24,298.3699951171875,304.92999267578125,289.20001220703125,299.67999267578125,299.67999267578125,29720900
2019-10-25,297.7200012207031,330.0,296.1099853515625,328.1300048828125,328.1300048828125,30006100
2019-10-28,327.5400085449219,340.8399963378906,322.6000061035156,327.7099914550781,327.7099914550781,18870300
2019-10-29,319.989990234375,324.29998779296875,314.75,316.2200012207031,316.2200012207031,12684300
2019-10-30,313.0,318.7900085449219,309.9700012207031,315.010009765625,315.010009765625,9641800
2019-10-31,313.1000061035156,319.0,313.0,314.9200134277344,314.9200134277344,5067000
2019-11-01,316.32000732421875,316.4800109863281,309.79998779296875,313.30999755859375,313.30999755859375,6383900
2019-11-04,314.79998779296875,321.94000244140625,309.260009765625,317.4700012207031,317.4700012207031,8787000
2019-11-05,319.6199951171875,323.510009765625,316.1199951171875,317.2200012207031,317.2200012207031,6943400
2019-11-06,318.0,326.7200012207031,314.5,326.5799865722656,326.5799865722656,7940900
2019-11-07,329.1400146484375,341.5,328.0199890136719,335.5400085449219,335.5400085449219,14467300
2019-11-08,334.5,337.4599914550781,332.5,337.1400146484375,337.1400146484375,6069200
2019-11-11,343.95001220703125,349.19000244140625,342.0,345.0899963378906,345.0899963378906,9986700
2019-11-12,346.8999938964844,350.3699951171875,344.0400085449219,349.92999267578125,349.92999267578125,7359400
2019-11-13,355.0,356.3299865722656,345.17999267578125,346.1099853515625,346.1099853515625,8420100
2019-11-14,346.1099853515625,353.8399963378906,342.9100036621094,349.3500061035156,349.3500061035156,6464900
2019-11-15,350.6400146484375,352.79998779296875,348.3599853515625,352.1700134277344,352.1700134277344,4809000
2019-11-18,352.9200134277344,353.1499938964844,346.1000061035156,349.989990234375,349.989990234375,4400400
2019-11-19,351.75,359.989990234375,347.79998779296875,359.5199890136719,359.5199890136719,7724800
2019-11-20,360.0,361.20001220703125,349.57000732421875,352.2200012207031,352.2200012207031,6725100
2019-11-21,354.510009765625,360.8399963378906,354.0,354.8299865722656,354.8299865722656,6110000
2019-11-22,340.1600036621094,341.0,330.0,333.0400085449219,333.0400085449219,16870600
2019-11-25,344.32000732421875,344.57000732421875,334.4599914550781,336.3399963378906,336.3399963378906,12339500
2019-11-26,335.2699890136719,335.5,327.1000061035156,328.9200134277344,328.9200134277344,7947400
2019-11-27,331.1199951171875,333.92999267578125,328.57000732421875,331.2900085449219,331.2900085449219,5555600
2019-11-29,331.1099853515625,331.260009765625,327.5,329.94000244140625,329.94000244140625,2465600
2019-12-02,329.3999938964844,336.3800048828125,328.69000244140625,334.8699951171875,334.8699951171875,6074500
2019-12-03,332.6199951171875,337.9100036621094,332.19000244140625,336.20001220703125,336.20001220703125,6573700
2019-12-04,337.75,337.8599853515625,332.8500061035156,333.0299987792969,333.0299987792969,5533000
2019-12-05,332.8299865722656,334.4200134277344,327.25,330.3699951171875,330.3699951171875,3724600
2019-12-06,335.0,338.8599853515625,334.7699890136719,335.8900146484375,335.8900146484375,7612400
2019-12-09,336.5899963378906,344.45001220703125,335.0799865722656,339.5299987792969,339.5299987792969,9023100
2019-12-10,339.9599914550781,350.7300109863281,339.30999755859375,348.8399963378906,348.8399963378906,8828300
2019-12-11,351.8800048828125,357.19000244140625,351.0899963378906,352.70001220703125,352.70001220703125,6897800
2019-12-12,354.9200134277344,362.739990234375,353.2300109863281,359.67999267578125,359.67999267578125,7763900
2019-12-13,361.04998779296875,365.2099914550781,354.6400146484375,358.3900146484375,358.3900146484375,6570900
2019-12-16,362.54998779296875,383.6099853515625,362.5,381.5,381.5,18174200
2019-12-17,378.989990234375,385.5,375.8999938964844,378.989990234375,378.989990234375,8496800
2019-12-18,380.6300048828125,395.2200012207031,380.5799865722656,393.1499938964844,393.1499938964844,14121000
2019-12-19,397.32000732421875,406.8500061035156,396.5,404.0400085449219,404.0400085449219,18107100
2019-12-20,410.2900085449219,413.0,400.19000244140625,405.5899963378906,405.5899963378906,14752700
2019-12-23,411.7799987792969,422.010009765625,410.0,419.2200012207031,419.2200012207031,13319600
2019-12-24,418.3599853515625,425.4700012207031,412.69000244140625,425.25,425.25,8054700
2019-12-26,427.9100036621094,433.4800109863281,426.3500061035156,430.94000244140625,430.94000244140625,10633900
2019-12-27,435.0,435.30999755859375,426.1099853515625,430.3800048828125,430.3800048828125,9945700
2019-12-30,428.7900085449219,429.0,409.260009765625,414.70001220703125,414.70001220703125,12586400
2019-12-31,405.0,421.2900085449219,402.0799865722656,418.3299865722656,418.3299865722656,10285700
2020-01-02,424.5,430.70001220703125,421.7099914550781,430.260009765625,430.260009765625,9532100
2020-01-03,440.5,454.0,436.9200134277344,443.010009765625,443.010009765625,17778500
2020-01-06,440.4700012207031,451.55999755859375,440.0,451.5400085449219,451.5400085449219,10133000
2020-01-07,461.3999938964844,471.6300048828125,453.3599853515625,469.05999755859375,469.05999755859375,17882100
2020-01-08,473.70001220703125,498.489990234375,468.2300109863281,492.1400146484375,492.1400146484375,31144300
2020-01-09,497.1000061035156,498.79998779296875,472.8699951171875,481.3399963378906,481.3399963378906,28440400
2020-01-10,481.7900085449219,484.94000244140625,473.70001220703125,478.1499938964844,478.1499938964844,12959500
2020-01-13,493.5,525.6300048828125,492.0,524.8599853515625,524.8599853515625,26517600
2020-01-14,544.260009765625,547.4099731445312,524.9000244140625,537.9199829101562,537.9199829101562,28996200
2020-01-15,529.760009765625,537.8400268554688,516.7899780273438,518.5,518.5,17368800
2020-01-16,493.75,514.4600219726562,492.1700134277344,513.489990234375,513.489990234375,21736700
2020-01-17,507.6099853515625,515.6699829101562,503.1600036621094,510.5,510.5,13629100
2020-01-21,530.25,548.5800170898438,528.4099731445312,547.2000122070312,547.2000122070312,17803500
2020-01-22,571.8900146484375,594.5,559.0999755859375,569.5599975585938,569.5599975585938,31369000
2020-01-23,564.25,582.0,555.5999755859375,572.2000122070312,572.2000122070312,19651000
2020-01-24,570.6300048828125,573.8599853515625,554.260009765625,564.8200073242188,564.8200073242188,14353600
2020-01-27,541.989990234375,564.4400024414062,539.280029296875,558.02001953125,558.02001953125,13608100
2020-01-28,568.489990234375,576.8099975585938,558.0800170898438,566.9000244140625,566.9000244140625,11788500
2020-01-29,575.6900024414062,589.7999877929688,567.4299926757812,580.989990234375,580.989990234375,17801500
2020-01-30,632.4199829101562,650.8800048828125,618.0,640.8099975585938,640.8099975585938,29005700
2020-01-31,640.0,653.0,632.52001953125,650.5700073242188,650.5700073242188,15719300
