Datetime,Open,High,Low,Close,Adj Close,Volume
2020-02-03,673.6900024414062,699.280029296875,673.52001953125,695.2969970703125,695.2969970703125,4458571
2020-02-03,695.6300048828125,719.5,695.6300048828125,713.1005859375,713.1005859375,3075851
2020-02-03,713.6300048828125,735.1799926757812,705.2000122070312,709.3699951171875,709.3699951171875,3965928
2020-02-03,709.7899780273438,717.9500122070312,703.0,715.6199951171875,715.6199951171875,1976411
2020-02-03,715.6300048828125,726.9349975585938,714.0,719.8292846679688,719.8292846679688,1624836
2020-02-03,719.489990234375,724.260009765625,715.5499877929688,722.6699829101562,722.6699829101562,1086863
2020-02-03,722.3099975585938,729.489990234375,721.89501953125,723.4656982421875,723.4656982421875,1232286
2020-02-03,723.4636840820312,732.8900146484375,723.1599731445312,729.4099731445312,729.4099731445312,1200492
2020-02-03,729.4600219726562,731.7650146484375,721.110107421875,723.610595703125,723.610595703125,902063
2020-02-03,723.4158935546875,728.8800048828125,722.6199951171875,726.948974609375,726.948974609375,645618
2020-02-03,727.0250854492188,736.719970703125,726.9500122070312,731.6699829101562,731.6699829101562,1241880
2020-02-03,731.6300048828125,738.9000244140625,730.67822265625,736.1724853515625,736.1724853515625,1064352
2020-02-03,736.5,748.3900146484375,734.4500122070312,748.0509033203125,748.0509033203125,1560855
2020-02-03,748.1649780273438,769.0,744.2534790039062,767.793701171875,767.793701171875,2438446
2020-02-03,765.1900024414062,786.1400146484375,743.0,752.25,752.25,4116838
2020-02-03,753.46630859375,763.239990234375,746.4840087890625,748.7313232421875,748.7313232421875,1690059
2020-02-03,748.9199829101562,756.7899169921875,742.0,745.1444091796875,745.1444091796875,1451901
2020-02-03,745.22607421875,749.7899780273438,735.2000122070312,746.3300170898438,746.3300170898438,1449148
2020-02-03,746.97998046875,759.534912109375,745.844970703125,758.5900268554688,758.5900268554688,1344688
2020-02-03,758.5900268554688,765.9000244140625,751.8499755859375,753.9650268554688,753.9650268554688,1328071
2020-02-03,753.6599731445312,763.0,752.6500244140625,760.6688842773438,760.6688842773438,936253
2020-02-03,760.8717041015625,761.27001953125,754.5,755.6599731445312,755.6599731445312,871076
2020-02-03,755.60498046875,764.5399780273438,753.72998046875,758.2000732421875,758.2000732421875,1100705
2020-02-03,759.1392211914062,764.0,757.7100219726562,760.8300170898438,760.8300170898438,825809
2020-02-03,760.8134155273438,774.5499877929688,760.0,770.2293701171875,770.2293701171875,1783703
2020-02-03,770.25,783.3099975585938,768.5800170898438,780.280029296875,780.280029296875,2761135
2020-02-04,882.2999877929688,902.3496704101562,836.9199829101562,892.3001098632812,892.3001098632812,11429449
2020-02-04,897.4450073242188,937.780029296875,896.5499877929688,914.8385009765625,914.8385009765625,5727172
2020-02-04,914.969970703125,917.7899169921875,893.0,898.6099853515625,898.6099853515625,3193686
2020-02-04,899.1445922851562,905.0,858.5999755859375,874.9998779296875,874.9998779296875,3541495
2020-02-04,875.0,898.0,851.760009765625,891.5200805664062,891.5200805664062,2975069
2020-02-04,891.844970703125,897.0,878.0,895.989990234375,895.989990234375,1444484
2020-02-04,895.6500244140625,907.9000244140625,886.2100219726562,889.1600952148438,889.1600952148438,1810452
2020-02-04,889.2498779296875,896.9227905273438,883.2999877929688,889.469970703125,889.469970703125,984217
2020-02-04,889.6500244140625,900.0,889.1901245117188,896.469970703125,896.469970703125,1058496
2020-02-04,896.0001220703125,918.8800048828125,896.0,918.8250122070312,918.8250122070312,2025519
2020-02-04,918.9000244140625,919.8200073242188,901.030029296875,906.0,906.0,1226699
2020-02-04,906.8298950195312,914.3699951171875,903.0,907.7899169921875,907.7899169921875,1038398
2020-02-04,906.5549926757812,918.22998046875,906.5499877929688,911.9849853515625,911.9849853515625,1079788
2020-02-04,911.989990234375,914.0,903.0,910.6300048828125,910.6300048828125,926223
2020-02-04,910.0200805664062,914.7000122070312,909.5,912.8001098632812,912.8001098632812,869073
2020-02-04,913.5,925.0,912.0,918.719970703125,918.719970703125,1535977
2020-02-04,918.5,926.7100219726562,917.0999755859375,923.0001220703125,923.0001220703125,1200536
2020-02-04,923.5499877929688,933.5698852539062,922.5599975585938,927.7916870117188,927.7916870117188,1565897
2020-02-04,928.0,929.6500244140625,924.5401000976562,927.0,927.0,742359
2020-02-04,927.27001953125,929.2100219726562,924.010009765625,925.3699951171875,925.3699951171875,746335
2020-02-04,925.3800048828125,936.0,924.5,933.0401000976562,933.0401000976562,1114990
2020-02-04,933.47998046875,947.9398803710938,932.3900146484375,945.0850219726562,945.0850219726562,1906391
2020-02-04,945.3660888671875,951.010009765625,936.0,946.9899291992188,946.9899291992188,1878655
2020-02-04,947.0,965.0,944.5501098632812,962.8624877929688,962.8624877929688,1811985
2020-02-04,962.2916870117188,964.0,953.5100708007812,961.1448974609375,961.1448974609375,1459693
2020-02-04,960.0800170898438,968.9899291992188,860.0,887.719970703125,887.719970703125,4862157
2020-02-05,823.260009765625,845.1900024414062,787.0,790.9370727539062,790.9370727539062,8693903
2020-02-05,790.0,807.0479736328125,783.219970703125,796.155029296875,796.155029296875,3487958
2020-02-05,795.6799926757812,802.1699829101562,755.5499877929688,756.8200073242188,756.8200073242188,3412118
2020-02-05,756.5999755859375,781.0,752.0499877929688,770.7681274414062,770.7681274414062,2535114
2020-02-05,770.1599731445312,770.7000122070312,747.0,761.1099853515625,761.1099853515625,2397265
2020-02-05,761.2000122070312,771.7799072265625,755.2000122070312,761.39990234375,761.39990234375,1549253
2020-02-05,760.9000244140625,783.5399780273438,756.25,782.4749755859375,782.4749755859375,1387657
2020-02-05,782.3687133789062,785.97998046875,767.2000732421875,769.6799926757812,769.6799926757812,1375788
2020-02-05,769.4249877929688,777.4699096679688,761.0,762.9873046875,762.9873046875,960217
2020-02-05,762.989990234375,767.4450073242188,758.0,763.3400268554688,763.3400268554688,709910
2020-02-05,764.02001953125,765.0,760.0,760.860107421875,760.860107421875,721161
2020-02-05,760.9909057617188,763.989990234375,751.5001220703125,753.4949951171875,753.4949951171875,885585
2020-02-05,753.0,763.89990234375,752.989990234375,757.030029296875,757.030029296875,703893
2020-02-05,757.4799194335938,761.0,750.0,750.0,750.0,712506
2020-02-05,750.0050048828125,750.0098876953125,716.0,716.1300048828125,716.1300048828125,2840776
2020-02-05,716.0601196289062,728.3699951171875,704.110595703125,722.8599853515625,722.8599853515625,2363855
2020-02-05,722.72998046875,735.75,713.1600952148438,716.8095092773438,716.8095092773438,1498926
2020-02-05,716.1497802734375,725.8590087890625,711.4500122070312,723.8270263671875,723.8270263671875,998935
2020-02-05,724.0,733.6900024414062,720.4099731445312,724.290283203125,724.290283203125,932840
2020-02-05,723.9400024414062,728.969970703125,715.0999755859375,718.5,718.5,782623
2020-02-05,718.5238037109375,725.6494140625,717.1616821289062,724.7200927734375,724.7200927734375,721779
2020-02-05,725.1599731445312,741.969970703125,720.0,737.3701171875,737.3701171875,1441021
2020-02-05,737.7000122070312,754.989990234375,736.530029296875,742.27001953125,742.27001953125,1964106
2020-02-05,742.5700073242188,748.1900024414062,725.6500244140625,727.0001220703125,727.0001220703125,1218358
2020-02-05,727.010009765625,742.0,723.989990234375,736.125,736.125,1187274
2020-02-05,735.8200073242188,737.7999877929688,715.0,734.719970703125,734.719970703125,2200000
2020-02-06,703.1400146484375,709.52001953125,687.0,696.3392944335938,696.3392944335938,4896604
2020-02-06,695.0,708.0,691.9749755859375,707.280029296875,707.280029296875,1878321
2020-02-06,707.0050048828125,749.3027954101562,701.6500244140625,749.0300903320312,749.0300903320312,3334067
2020-02-06,749.4000244140625,770.969970703125,737.760009765625,740.2000122070312,740.2000122070312,4104670
2020-02-06,740.7999877929688,753.3200073242188,740.3800048828125,746.8800048828125,746.8800048828125,1395300
2020-02-06,747.0087280273438,765.0,746.910400390625,761.7999877929688,761.7999877929688,1581194
2020-02-06,761.799072265625,785.0,760.401123046875,784.9000244140625,784.9000244140625,2773572
2020-02-06,784.1845092773438,795.8300170898438,771.4299926757812,778.8453979492188,778.8453979492188,3182331
2020-02-06,779.739990234375,788.3499755859375,765.3410034179688,770.3134765625,770.3134765625,1865371
2020-02-06,771.0230102539062,782.0,766.0,777.0,777.0,1105132
2020-02-06,777.5,779.0,752.1599731445312,754.110107421875,754.110107421875,1219674
2020-02-06,754.9299926757812,767.0,754.3212890625,761.8255004882812,761.8255004882812,978794
2020-02-06,762.0,776.0,760.0,773.8060302734375,773.8060302734375,803909
2020-02-06,774.0,775.0,762.010009765625,766.8900756835938,766.8900756835938,583290
2020-02-06,767.1599731445312,767.4635009765625,758.0,761.9000244140625,761.9000244140625,491705
2020-02-06,762.2349853515625,764.0,756.3200073242188,763.4166870117188,763.4166870117188,525602
2020-02-06,763.4249877929688,766.8300170898438,758.5,764.5399780273438,764.5399780273438,500258
2020-02-06,764.9899291992188,765.0999755859375,752.0001220703125,752.0001220703125,752.0001220703125,483086
2020-02-06,752.8284301757812,759.3499755859375,741.0,744.0399780273438,744.0399780273438,1226890
2020-02-06,744.0399780273438,749.888671875,736.010009765625,747.72998046875,747.72998046875,1083352
2020-02-06,747.97998046875,751.280029296875,740.0,745.1900024414062,745.1900024414062,659654
2020-02-06,745.0499877929688,750.8499755859375,742.6901245117188,748.265625,748.265625,606233
2020-02-06,748.5150146484375,757.4417724609375,746.5,756.969970703125,756.969970703125,750668
2020-02-06,756.8936767578125,757.0,728.0,739.27001953125,739.27001953125,1360802
2020-02-06,739.1400146484375,744.1395263671875,733.7100830078125,742.1300048828125,742.1300048828125,739704
2020-02-06,742.4500122070312,753.5399780273438,741.3001098632812,748.5,748.5,1324559
2020-02-07,730.0900268554688,761.9450073242188,730.0,746.5499877929688,746.5499877929688,2927510
2020-02-07,749.0,758.4940185546875,748.739990234375,750.093505859375,750.093505859375,1063266
2020-02-07,750.1599731445312,756.489990234375,738.8800048828125,742.25,742.25,1040599
2020-02-07,742.5599975585938,745.25,735.0,739.0357055664062,739.0357055664062,929479
2020-02-07,739.0913696289062,744.4400024414062,736.2100219726562,741.6688232421875,741.6688232421875,528027
2020-02-07,741.6400146484375,748.989990234375,739.4500122070312,747.8400268554688,747.8400268554688,643022
2020-02-07,747.9299926757812,748.0,740.5,741.3463134765625,741.3463134765625,416438
2020-02-07,741.02001953125,745.1129760742188,740.1199951171875,742.9390258789062,742.9390258789062,394282
2020-02-07,742.77001953125,749.5599975585938,742.22998046875,747.340087890625,747.340087890625,513072
2020-02-07,747.4500122070312,755.4500122070312,745.5,754.2576293945312,754.2576293945312,580002
2020-02-07,754.3300170898438,758.8790283203125,751.2576904296875,753.405029296875,753.405029296875,687985
2020-02-07,753.4299926757812,756.4600219726562,751.6099853515625,752.4500122070312,752.4500122070312,369302
2020-02-07,752.25,752.530029296875,746.5,748.7559814453125,748.7559814453125,494717
2020-02-07,748.6350708007812,750.7993774414062,747.5,748.219970703125,748.219970703125,210843
2020-02-07,748.0700073242188,748.3399047851562,743.5150146484375,747.469970703125,747.469970703125,335548
2020-02-07,747.344970703125,747.75,745.1201171875,746.280029296875,746.280029296875,150565
2020-02-07,745.943115234375,749.2489013671875,744.6500244140625,746.0250244140625,746.0250244140625,290505
2020-02-07,746.4000244140625,746.4000244140625,738.6900024414062,738.9580078125,738.9580078125,471122
2020-02-07,738.8250122070312,740.394775390625,732.0,735.010009765625,735.010009765625,761381
2020-02-07,735.465087890625,741.0,735.02001953125,739.3587036132812,739.3587036132812,363264
2020-02-07,739.489990234375,742.489990234375,737.1099853515625,740.5999145507812,740.5999145507812,411288
2020-02-07,740.1799926757812,748.5700073242188,739.4249877929688,747.7197875976562,747.7197875976562,691830
2020-02-07,747.6950073242188,747.8300170898438,742.1400146484375,745.1199951171875,745.1199951171875,452229
2020-02-07,744.5999755859375,745.0999755859375,741.0,741.1099853515625,741.1099853515625,326589
